CustomerID,Age,AnnualIncome,Channel,ProductType,ABTestGroup,PropensityScore,AnnualPremium,Converted,CampaignDate
CUST-00627,38,30491,Paid Social,Term Life,Variant A,21,0.0,0,2026-02-26
CUST-00628,44,80627,Paid Social,Term Life,Control,78,0.0,0,2026-03-13
CUST-00629,54,109534,Paid Search,Whole Life,Variant A,65,0.0,0,2026-04-28
CUST-00630,36,79165,Paid Search,Term Life,Control,50,0.0,0,2026-04-28
CUST-00631,31,80947,Paid Social,Whole Life,Control,59,0.0,0,2026-04-18
CUST-00632,24,86751,Email,Whole Life,Variant A,54,0.0,0,2026-03-14
CUST-00633,47,107742,Paid Social,Term Life,Control,79,15.0,1,2026-01-18
CUST-00634,58,95247,Paid Social,Term Life,Variant A,15,0.0,0,2026-01-16
CUST-00635,57,75991,Paid Search,Term Life,Control,16,0.0,0,2026-02-20
CUST-00636,50,87597,Paid Social,Term Life,Control,44,15.0,1,2026-04-06
CUST-00637,49,42851,Paid Social,Whole Life,Control,52,15.0,1,2026-04-28
CUST-00638,62,84407,Paid Search,Accidental Death,Control,60,15.0,1,2026-02-09
CUST-00639,45,39861,Paid Search,Term Life,Variant A,12,0.0,0,2026-02-08
CUST-00640,49,55824,Paid Search,Term Life,Control,92,15.0,1,2026-02-25
CUST-00641,38,25000,Paid Search,Whole Life,Variant A,18,0.0,0,2026-04-27
CUST-00642,25,75035,Paid Search,Accidental Death,Control,91,15.0,1,2026-04-15
CUST-00643,33,48903,Paid Search,Term Life,Variant A,60,0.0,0,2026-02-23
CUST-00644,41,92778,Paid Search,Term Life,Variant A,58,0.0,0,2026-02-13
CUST-00645,42,74754,Paid Search,Whole Life,Variant A,21,0.0,0,2026-02-15
CUST-00646,65,93102,Email,Term Life,Variant A,49,0.0,0,2026-02-01
CUST-00647,42,37910,Paid Social,Term Life,Variant A,9,0.0,0,2026-04-16
CUST-00648,56,90959,Paid Social,Whole Life,Variant A,7,0.0,0,2026-02-17
CUST-00649,36,117646,Paid Social,Whole Life,Control,13,0.0,0,2026-03-02
CUST-00650,38,84103,Paid Social,Whole Life,Variant A,88,15.0,1,2026-03-07
CUST-00651,26,84758,Paid Search,Whole Life,Variant A,24,0.0,0,2026-02-07
CUST-00652,33,69239,Paid Social,Whole Life,Control,87,15.0,1,2026-02-12
CUST-00653,48,51883,Paid Social,Term Life,Variant A,25,0.0,0,2026-01-04
CUST-00654,42,84029,Paid Social,Term Life,Variant A,84,15.0,1,2026-01-05
CUST-00655,53,27347,Paid Social,Term Life,Variant A,37,0.0,0,2026-04-11
CUST-00656,44,54556,Paid Search,Term Life,Variant A,9,0.0,0,2026-04-23
CUST-00657,37,25000,Paid Search,Whole Life,Variant A,28,0.0,0,2026-02-27
CUST-00658,67,47408,Paid Search,Accidental Death,Variant A,67,15.0,1,2026-02-06
CUST-00659,40,81051,Paid Social,Accidental Death,Control,83,0.0,0,2026-01-26
CUST-00660,55,77634,Paid Social,Whole Life,Control,30,0.0,0,2026-04-17
CUST-00661,37,66272,Paid Search,Term Life,Control,93,15.0,1,2026-01-09
CUST-00662,50,69260,Email,Term Life,Control,96,15.0,1,2026-01-15
CUST-00663,53,25000,Paid Social,Accidental Death,Control,37,15.0,1,2026-03-29
CUST-00664,44,55685,Paid Search,Whole Life,Variant A,22,0.0,0,2026-03-29
CUST-00665,18,47966,Paid Search,Whole Life,Control,22,15.0,1,2026-04-09
CUST-00666,42,48523,Paid Search,Whole Life,Variant A,42,0.0,0,2026-04-22
CUST-00667,56,79989,Paid Search,Whole Life,Variant A,37,0.0,0,2026-04-15
CUST-00668,48,43487,Paid Search,Accidental Death,Variant A,31,0.0,0,2026-03-30
CUST-00669,47,49882,Paid Search,Term Life,Control,53,15.0,1,2026-01-26
CUST-00670,21,25000,Paid Search,Whole Life,Control,54,0.0,0,2026-03-04
CUST-00671,33,57646,Paid Search,Accidental Death,Control,19,0.0,0,2026-03-28
CUST-00672,46,37804,Email,Term Life,Control,81,15.0,1,2026-03-11
CUST-00673,46,66980,Paid Search,Whole Life,Variant A,56,15.0,1,2026-04-15
CUST-00674,56,41222,Paid Social,Term Life,Variant A,72,15.0,1,2026-01-27
CUST-00675,40,67613,Paid Social,Accidental Death,Variant A,23,0.0,0,2026-02-23
CUST-00676,46,61382,Email,Term Life,Control,99,15.0,1,2026-03-24
CUST-00677,42,106801,Paid Search,Whole Life,Control,29,0.0,0,2026-01-31
CUST-00678,30,77430,Paid Search,Term Life,Variant A,80,15.0,1,2026-04-12
CUST-00679,18,25000,Email,Whole Life,Control,80,0.0,0,2026-04-17
CUST-00680,47,33377,Email,Term Life,Variant A,29,0.0,0,2026-02-01
CUST-00681,44,66380,Email,Term Life,Variant A,37,0.0,0,2026-01-02
CUST-00682,34,41753,Paid Search,Term Life,Control,64,15.0,1,2026-01-18
CUST-00683,22,25000,Paid Search,Accidental Death,Variant A,41,0.0,0,2026-01-28
CUST-00684,49,98738,Paid Social,Term Life,Variant A,96,15.0,1,2026-03-12
CUST-00685,38,83005,Email,Term Life,Variant A,47,0.0,0,2026-04-30
CUST-00686,48,78024,Paid Social,Whole Life,Control,13,0.0,0,2026-03-28
CUST-00687,64,49816,Paid Social,Whole Life,Variant A,18,0.0,0,2026-04-27
CUST-00688,18,75691,Paid Search,Accidental Death,Control,7,0.0,0,2026-04-10
CUST-00689,33,47390,Paid Social,Term Life,Variant A,73,0.0,0,2026-03-29
CUST-00690,39,70121,Paid Search,Whole Life,Control,60,15.24,1,2026-04-02
CUST-00691,59,41985,Paid Search,Term Life,Control,30,0.0,0,2026-01-25
CUST-00692,22,102907,Paid Social,Term Life,Control,57,0.0,0,2026-02-08
CUST-00693,65,25744,Paid Social,Whole Life,Control,45,15.0,1,2026-02-18
CUST-00694,43,95807,Paid Search,Whole Life,Control,86,17.42,1,2026-01-04
CUST-00695,40,65972,Paid Search,Whole Life,Control,25,0.0,0,2026-04-19
CUST-00696,39,52763,Paid Social,Term Life,Variant A,43,15.0,1,2026-02-21
CUST-00697,36,69175,Paid Search,Term Life,Control,84,0.0,0,2026-03-24
CUST-00698,54,83333,Paid Social,Term Life,Variant A,27,0.0,0,2026-03-09
CUST-00699,29,99168,Paid Search,Accidental Death,Variant A,97,15.0,1,2026-02-26
CUST-00700,46,72828,Paid Social,Term Life,Control,78,15.0,1,2026-01-13
CUST-00701,37,42732,Paid Social,Term Life,Control,62,0.0,0,2026-03-06
CUST-00702,32,66390,Paid Search,Term Life,Control,73,15.0,1,2026-03-04
CUST-00703,73,110419,Paid Search,Whole Life,Variant A,79,15.0,1,2026-04-08
CUST-00704,47,98691,Paid Search,Term Life,Variant A,33,0.0,0,2026-03-12
CUST-00705,49,87719,Paid Search,Accidental Death,Variant A,66,0.0,0,2026-01-25
CUST-00706,55,84892,Email,Term Life,Control,57,15.0,1,2026-01-23
CUST-00707,24,82486,Paid Search,Accidental Death,Variant A,49,15.0,1,2026-01-30
CUST-00708,63,93968,Email,Term Life,Control,31,0.0,0,2026-04-23
CUST-00709,18,53584,Paid Search,Whole Life,Variant A,38,0.0,0,2026-03-02
CUST-00710,32,31122,Paid Social,Accidental Death,Control,18,0.0,0,2026-01-07
CUST-00711,36,66725,Paid Social,Term Life,Variant A,45,0.0,0,2026-02-23
CUST-00712,48,44560,Paid Social,Accidental Death,Variant A,78,15.0,1,2026-04-19
CUST-00713,44,38624,Paid Social,Term Life,Variant A,64,15.0,1,2026-01-17
CUST-00714,39,46993,Paid Social,Accidental Death,Control,46,0.0,0,2026-04-07
CUST-00715,41,127132,Paid Search,Whole Life,Variant A,55,0.0,0,2026-03-01
CUST-00716,30,68403,Email,Term Life,Control,79,15.0,1,2026-03-07
CUST-00717,24,74047,Email,Term Life,Variant A,15,0.0,0,2026-02-07
CUST-00718,50,34440,Email,Term Life,Variant A,39,0.0,0,2026-04-18
CUST-00719,50,25000,Paid Search,Term Life,Control,23,0.0,0,2026-01-13
CUST-00720,61,44523,Paid Social,Term Life,Variant A,92,0.0,0,2026-02-21
CUST-00721,32,100954,Email,Term Life,Control,69,15.0,1,2026-02-21
CUST-00722,50,73356,Paid Search,Term Life,Control,80,15.0,1,2026-02-01
CUST-00723,38,79964,Paid Search,Whole Life,Control,65,15.0,1,2026-03-27
CUST-00724,56,83464,Paid Social,Term Life,Variant A,51,0.0,0,2026-01-09
CUST-00725,54,50216,Paid Social,Term Life,Variant A,18,0.0,0,2026-01-17
CUST-00726,44,99699,Email,Whole Life,Variant A,71,0.0,0,2026-03-23
CUST-00727,37,49179,Paid Search,Term Life,Variant A,56,15.0,1,2026-02-09
CUST-00728,53,100155,Paid Social,Term Life,Variant A,36,0.0,0,2026-04-14
CUST-00729,49,76057,Paid Search,Term Life,Control,84,0.0,0,2026-04-01
CUST-00730,33,25000,Paid Search,Accidental Death,Variant A,14,0.0,0,2026-03-16
CUST-00731,26,46299,Paid Search,Accidental Death,Control,21,0.0,0,2026-02-23
CUST-00732,38,25000,Email,Term Life,Variant A,44,0.0,0,2026-02-23
CUST-00733,60,94082,Paid Social,Whole Life,Control,72,20.46,1,2026-01-28
CUST-00734,55,64381,Paid Social,Whole Life,Variant A,67,0.0,0,2026-03-13
CUST-00735,28,25000,Paid Search,Whole Life,Variant A,19,0.0,0,2026-02-19
CUST-00736,27,74393,Email,Whole Life,Variant A,43,0.0,0,2026-01-18
CUST-00737,57,51570,Paid Search,Whole Life,Control,61,0.0,0,2026-01-13
CUST-00738,28,27904,Email,Term Life,Control,14,0.0,0,2026-02-02
CUST-00739,48,106949,Paid Social,Term Life,Control,75,15.0,1,2026-01-15
CUST-00740,34,67682,Paid Search,Term Life,Variant A,21,0.0,0,2026-03-27
CUST-00741,61,57664,Paid Social,Accidental Death,Variant A,80,15.0,1,2026-02-07
CUST-00742,32,55014,Paid Search,Whole Life,Control,21,0.0,0,2026-04-04
CUST-00743,55,27168,Paid Social,Accidental Death,Control,20,15.0,1,2026-01-06
CUST-00744,44,32386,Paid Social,Accidental Death,Control,82,0.0,0,2026-02-14
CUST-00745,45,97122,Paid Search,Term Life,Variant A,7,0.0,0,2026-02-28
CUST-00746,18,53152,Email,Whole Life,Control,55,0.0,0,2026-04-08
CUST-00747,18,65551,Paid Search,Whole Life,Variant A,98,0.0,0,2026-04-29
CUST-00748,39,25000,Paid Social,Accidental Death,Control,50,0.0,0,2026-03-24
CUST-00749,44,32047,Email,Accidental Death,Variant A,59,0.0,0,2026-04-23
CUST-00750,28,80245,Paid Social,Whole Life,Variant A,30,17.27,1,2026-04-07
CUST-00751,28,74442,Paid Search,Term Life,Control,80,0.0,0,2026-03-19
CUST-00752,48,108834,Email,Whole Life,Variant A,35,0.0,0,2026-02-17
CUST-00753,48,98573,Paid Social,Term Life,Control,85,15.0,1,2026-04-21
CUST-00754,40,59232,Paid Search,Whole Life,Variant A,76,0.0,0,2026-02-10
CUST-00755,51,76823,Paid Search,Accidental Death,Variant A,23,0.0,0,2026-03-24
CUST-00756,27,57084,Paid Social,Term Life,Control,94,15.0,1,2026-04-14
CUST-00757,37,116370,Paid Social,Whole Life,Variant A,72,0.0,0,2026-03-20
CUST-00758,61,93725,Paid Social,Term Life,Variant A,19,0.0,0,2026-03-15
CUST-00759,42,69242,Email,Term Life,Variant A,62,0.0,0,2026-02-24
CUST-00760,43,70009,Paid Social,Term Life,Control,82,15.0,1,2026-03-02
CUST-00761,69,101121,Paid Search,Whole Life,Control,34,0.0,0,2026-01-02
CUST-00762,25,79489,Paid Search,Accidental Death,Control,52,15.0,1,2026-04-24
CUST-00763,51,103965,Paid Search,Accidental Death,Variant A,60,0.0,0,2026-04-26
CUST-00764,61,25000,Paid Social,Term Life,Variant A,46,0.0,0,2026-01-02
CUST-00765,38,76530,Paid Search,Accidental Death,Control,28,0.0,0,2026-03-26
CUST-00766,52,52114,Paid Social,Whole Life,Control,56,0.0,0,2026-03-17
CUST-00767,30,108909,Paid Social,Term Life,Variant A,47,15.0,1,2026-01-10
CUST-00768,33,103659,Email,Term Life,Variant A,38,0.0,0,2026-03-17
CUST-00769,46,65820,Paid Search,Term Life,Variant A,64,0.0,0,2026-02-08
CUST-00770,51,103390,Email,Accidental Death,Control,87,15.0,1,2026-01-02
CUST-00771,55,109577,Paid Search,Whole Life,Control,7,0.0,0,2026-03-06
CUST-00772,60,66860,Email,Whole Life,Control,72,15.0,1,2026-03-07
CUST-00773,41,126798,Paid Search,Term Life,Control,15,0.0,0,2026-03-28
CUST-00774,56,64216,Paid Search,Whole Life,Variant A,17,0.0,0,2026-04-02
CUST-00775,37,59636,Paid Social,Term Life,Variant A,54,15.0,1,2026-04-27
CUST-00776,52,86646,Paid Search,Term Life,Variant A,86,15.0,1,2026-03-22
CUST-00777,44,56155,Paid Search,Whole Life,Control,23,0.0,0,2026-02-21
CUST-00778,47,67133,Paid Social,Term Life,Variant A,48,0.0,0,2026-04-14
CUST-00779,47,100235,Paid Social,Accidental Death,Variant A,37,0.0,0,2026-03-26
CUST-00780,22,65480,Paid Social,Term Life,Control,42,0.0,0,2026-02-13
CUST-00781,28,25000,Paid Social,Whole Life,Variant A,7,0.0,0,2026-02-03
CUST-00782,43,74182,Paid Social,Term Life,Variant A,69,0.0,0,2026-03-14
CUST-00783,21,47592,Paid Search,Whole Life,Variant A,39,0.0,0,2026-03-22
CUST-00784,51,86631,Paid Search,Term Life,Control,40,0.0,0,2026-04-23
CUST-00785,52,82404,Paid Search,Term Life,Variant A,42,0.0,0,2026-04-16
CUST-00786,45,101785,Email,Accidental Death,Variant A,43,0.0,0,2026-02-14
CUST-00787,28,87688,Paid Social,Term Life,Variant A,29,15.0,1,2026-02-01
CUST-00788,58,92256,Paid Social,Accidental Death,Variant A,68,0.0,0,2026-01-05
CUST-00789,66,48272,Paid Social,Accidental Death,Control,17,0.0,0,2026-03-19
CUST-00790,43,85099,Email,Term Life,Variant A,72,0.0,0,2026-04-20
CUST-00791,48,114211,Paid Search,Term Life,Variant A,74,15.0,1,2026-04-21
CUST-00792,44,47783,Paid Social,Whole Life,Variant A,79,15.0,1,2026-03-30
CUST-00793,48,109993,Paid Social,Accidental Death,Control,5,0.0,0,2026-03-27
CUST-00794,40,51266,Paid Social,Accidental Death,Variant A,76,0.0,0,2026-03-04
CUST-00795,41,43700,Paid Search,Whole Life,Variant A,58,15.0,1,2026-03-10
CUST-00796,52,72405,Email,Whole Life,Variant A,13,0.0,0,2026-02-23
CUST-00797,70,82897,Email,Term Life,Variant A,40,0.0,0,2026-02-07
CUST-00798,25,87793,Paid Social,Accidental Death,Variant A,41,15.0,1,2026-01-09
CUST-00799,40,40955,Paid Social,Accidental Death,Variant A,63,15.0,1,2026-03-02
CUST-00800,27,75863,Email,Term Life,Variant A,25,0.0,0,2026-04-05
CUST-00801,61,47861,Paid Social,Term Life,Control,24,0.0,0,2026-04-15
CUST-00802,34,27776,Paid Search,Term Life,Control,5,0.0,0,2026-01-21
CUST-00803,24,41781,Paid Social,Term Life,Variant A,63,0.0,0,2026-02-05
CUST-00804,49,46227,Paid Social,Accidental Death,Variant A,32,0.0,0,2026-01-01
CUST-00805,62,78039,Paid Social,Term Life,Variant A,75,0.0,0,2026-01-22
CUST-00806,49,93805,Paid Social,Term Life,Control,60,0.0,0,2026-03-28
CUST-00807,44,28169,Email,Term Life,Control,13,0.0,0,2026-03-28
CUST-00808,46,73799,Email,Accidental Death,Variant A,69,15.0,1,2026-01-15
CUST-00809,58,35582,Paid Social,Whole Life,Variant A,40,0.0,0,2026-02-15
CUST-00810,31,80727,Paid Search,Term Life,Variant A,38,15.0,1,2026-03-06
CUST-00811,40,49431,Email,Term Life,Variant A,85,15.0,1,2026-01-06
CUST-00812,36,38716,Email,Accidental Death,Control,36,0.0,0,2026-02-09
CUST-00813,27,84991,Paid Search,Accidental Death,Variant A,70,0.0,0,2026-02-04
CUST-00814,38,50326,Email,Term Life,Variant A,29,0.0,0,2026-03-22
CUST-00815,55,57100,Email,Term Life,Variant A,55,0.0,0,2026-03-02
CUST-00816,48,25000,Paid Social,Term Life,Control,67,15.0,1,2026-01-23
CUST-00817,49,88663,Paid Social,Term Life,Control,94,15.0,1,2026-01-20
CUST-00818,43,85522,Paid Search,Whole Life,Variant A,49,18.62,1,2026-01-28
CUST-00819,48,65136,Paid Search,Accidental Death,Control,30,0.0,0,2026-02-06
CUST-00820,32,26810,Paid Search,Term Life,Control,25,15.0,1,2026-03-23
CUST-00821,38,95234,Email,Accidental Death,Control,86,15.0,1,2026-01-07
CUST-00822,44,48343,Paid Search,Term Life,Variant A,97,15.0,1,2026-02-18
CUST-00823,45,53666,Paid Search,Whole Life,Control,55,0.0,0,2026-04-21
CUST-00824,45,122801,Paid Search,Whole Life,Variant A,28,0.0,0,2026-03-25
CUST-00825,40,47409,Paid Social,Term Life,Variant A,96,15.0,1,2026-01-24
CUST-00826,37,83555,Email,Term Life,Variant A,16,0.0,0,2026-03-21
CUST-00827,75,79052,Paid Search,Whole Life,Variant A,15,0.0,0,2026-01-13
CUST-00828,52,74754,Paid Search,Term Life,Control,31,0.0,0,2026-04-02
CUST-00829,46,72050,Paid Social,Term Life,Control,27,0.0,0,2026-01-07
CUST-00830,39,74409,Paid Social,Whole Life,Control,37,0.0,0,2026-01-15
CUST-00831,36,71798,Paid Search,Accidental Death,Variant A,84,0.0,0,2026-03-28
CUST-00832,40,63702,Paid Social,Term Life,Variant A,96,15.0,1,2026-01-23
CUST-00833,45,102782,Paid Search,Accidental Death,Variant A,96,15.0,1,2026-04-05
CUST-00834,19,32183,Paid Search,Term Life,Variant A,42,0.0,0,2026-03-10
CUST-00835,23,90536,Paid Social,Whole Life,Variant A,59,0.0,0,2026-04-01
CUST-00836,34,85558,Paid Social,Whole Life,Variant A,74,15.51,1,2026-04-18
CUST-00837,44,82459,Email,Accidental Death,Variant A,46,0.0,0,2026-03-01
CUST-00838,39,92924,Paid Search,Term Life,Control,33,15.0,1,2026-01-10
CUST-00839,59,62685,Paid Social,Whole Life,Control,38,15.0,1,2026-02-20
CUST-00840,24,25000,Paid Social,Whole Life,Variant A,61,15.0,1,2026-03-05
CUST-00841,32,63192,Paid Search,Term Life,Variant A,7,0.0,0,2026-04-16
CUST-00842,60,40220,Paid Social,Term Life,Variant A,10,0.0,0,2026-03-12
CUST-00843,43,46703,Paid Search,Term Life,Control,52,0.0,0,2026-02-25
CUST-00844,52,33939,Email,Term Life,Control,68,0.0,0,2026-02-01
CUST-00845,66,53066,Paid Search,Accidental Death,Control,17,0.0,0,2026-01-23
CUST-00846,33,50084,Paid Social,Term Life,Control,40,0.0,0,2026-02-23
CUST-00847,40,25000,Paid Search,Term Life,Variant A,83,0.0,0,2026-04-21
CUST-00848,38,82505,Email,Whole Life,Control,74,18.06,1,2026-03-14
CUST-00849,18,120508,Paid Social,Term Life,Variant A,37,0.0,0,2026-04-03
CUST-00850,38,80155,Paid Social,Whole Life,Control,80,15.0,1,2026-04-01
CUST-00851,52,59926,Paid Search,Term Life,Control,61,0.0,0,2026-04-12
CUST-00852,48,63631,Paid Social,Accidental Death,Control,59,15.0,1,2026-03-26
CUST-00853,49,54475,Paid Search,Accidental Death,Variant A,17,15.0,1,2026-04-17
CUST-00854,37,67251,Email,Accidental Death,Variant A,55,0.0,0,2026-03-11
CUST-00855,34,64074,Paid Search,Term Life,Variant A,96,0.0,0,2026-03-31
CUST-00856,57,43973,Paid Search,Whole Life,Variant A,57,0.0,0,2026-03-25
CUST-00857,36,107072,Paid Search,Term Life,Variant A,40,0.0,0,2026-03-02
CUST-00858,45,27821,Paid Social,Term Life,Control,9,0.0,0,2026-03-20
CUST-00859,43,82958,Paid Social,Term Life,Control,29,0.0,0,2026-04-19
CUST-00860,59,62470,Paid Search,Whole Life,Control,85,0.0,0,2026-04-12
CUST-00861,53,112520,Paid Social,Term Life,Control,41,0.0,0,2026-01-20
CUST-00862,26,73521,Paid Social,Whole Life,Control,23,0.0,0,2026-02-22
CUST-00863,27,56002,Paid Social,Term Life,Control,39,15.0,1,2026-01-15
CUST-00864,48,58807,Paid Social,Term Life,Control,38,0.0,0,2026-01-29
CUST-00865,41,65997,Paid Social,Whole Life,Variant A,58,0.0,0,2026-03-11
CUST-00866,36,36430,Paid Social,Term Life,Variant A,50,15.0,1,2026-03-21
CUST-00867,54,45828,Paid Search,Whole Life,Control,10,0.0,0,2026-03-06
CUST-00868,44,25000,Paid Search,Term Life,Variant A,87,15.0,1,2026-03-03
CUST-00869,42,41925,Email,Accidental Death,Variant A,5,0.0,0,2026-03-11
CUST-00870,51,67347,Email,Whole Life,Control,75,0.0,0,2026-01-16
CUST-00871,37,72504,Paid Search,Term Life,Variant A,38,0.0,0,2026-02-23
CUST-00872,60,25000,Paid Search,Term Life,Control,60,0.0,0,2026-04-07
CUST-00873,32,61569,Paid Social,Whole Life,Control,87,0.0,0,2026-01-07
CUST-00874,49,79085,Paid Social,Accidental Death,Variant A,30,0.0,0,2026-03-01
CUST-00875,59,60927,Paid Search,Term Life,Control,46,0.0,0,2026-01-10
CUST-00876,25,49155,Paid Search,Term Life,Control,95,15.0,1,2026-02-22
CUST-00877,37,54695,Paid Social,Accidental Death,Control,42,0.0,0,2026-01-08
CUST-00878,55,51480,Paid Social,Whole Life,Variant A,30,15.0,1,2026-03-26
CUST-00879,55,49081,Paid Search,Term Life,Variant A,63,0.0,0,2026-03-31
CUST-00880,39,69345,Paid Search,Term Life,Variant A,88,0.0,0,2026-02-06
CUST-00881,33,122692,Paid Search,Term Life,Variant A,28,0.0,0,2026-03-23
CUST-00882,53,46407,Paid Social,Whole Life,Variant A,25,0.0,0,2026-01-04
CUST-00883,56,57046,Paid Search,Term Life,Control,64,15.0,1,2026-03-25
CUST-00884,28,63707,Paid Search,Accidental Death,Variant A,94,0.0,0,2026-04-22
CUST-00885,27,47816,Paid Social,Term Life,Variant A,24,0.0,0,2026-04-16
CUST-00886,44,92455,Paid Search,Term Life,Control,10,0.0,0,2026-04-22
CUST-00887,49,25000,Paid Social,Whole Life,Variant A,71,0.0,0,2026-04-14
CUST-00888,38,51723,Paid Search,Accidental Death,Variant A,14,0.0,0,2026-03-24
CUST-00889,50,85457,Paid Search,Accidental Death,Control,16,15.0,1,2026-04-07
CUST-00890,33,57647,Paid Search,Term Life,Control,26,0.0,0,2026-01-23
CUST-00891,18,44479,Paid Social,Whole Life,Control,66,15.0,1,2026-01-09
CUST-00892,36,76018,Email,Whole Life,Variant A,65,0.0,0,2026-02-07
CUST-00893,42,87658,Email,Term Life,Control,84,15.0,1,2026-02-14
CUST-00894,38,70265,Paid Search,Term Life,Control,21,0.0,0,2026-02-14
CUST-00895,28,44969,Paid Social,Term Life,Control,14,0.0,0,2026-01-18
CUST-00896,20,76405,Paid Search,Term Life,Variant A,16,0.0,0,2026-02-15
CUST-00897,35,54948,Paid Search,Accidental Death,Variant A,87,15.0,1,2026-01-02
CUST-00898,52,83629,Email,Term Life,Variant A,44,0.0,0,2026-02-17
CUST-00899,57,102081,Paid Search,Accidental Death,Control,27,15.0,1,2026-01-17
CUST-00900,56,25000,Paid Search,Whole Life,Variant A,44,15.0,1,2026-04-28
CUST-00901,32,67776,Paid Search,Whole Life,Variant A,78,15.0,1,2026-01-16
CUST-00902,28,25000,Paid Search,Whole Life,Variant A,78,15.0,1,2026-04-20
CUST-00903,47,126044,Paid Search,Term Life,Variant A,54,0.0,0,2026-02-14
CUST-00904,49,53296,Paid Social,Term Life,Control,14,0.0,0,2026-02-17
CUST-00905,46,83659,Paid Social,Term Life,Control,98,15.0,1,2026-01-24
CUST-00906,18,64117,Email,Whole Life,Control,8,15.0,1,2026-04-05
CUST-00907,31,44922,Email,Term Life,Variant A,5,0.0,0,2026-03-06
CUST-00908,41,41948,Paid Search,Whole Life,Variant A,47,15.0,1,2026-04-02
CUST-00909,47,104641,Paid Search,Term Life,Variant A,87,15.0,1,2026-04-23
CUST-00910,51,88898,Paid Search,Term Life,Variant A,9,0.0,0,2026-02-02
CUST-00911,43,113589,Paid Social,Term Life,Variant A,98,15.0,1,2026-04-16
CUST-00912,45,66386,Paid Search,Accidental Death,Control,94,0.0,0,2026-04-11
CUST-00913,43,72197,Paid Social,Whole Life,Control,38,0.0,0,2026-04-13
CUST-00914,50,58320,Paid Social,Term Life,Variant A,70,0.0,0,2026-01-04
CUST-00915,45,57822,Paid Social,Whole Life,Variant A,28,0.0,0,2026-01-01
CUST-00916,42,38952,Paid Social,Term Life,Variant A,18,0.0,0,2026-02-02
CUST-00917,38,67100,Paid Search,Accidental Death,Variant A,45,0.0,0,2026-03-15
CUST-00918,42,45268,Email,Whole Life,Control,46,0.0,0,2026-03-03
CUST-00919,47,76047,Paid Social,Term Life,Control,17,0.0,0,2026-01-03
CUST-00920,45,69250,Paid Search,Whole Life,Control,33,0.0,0,2026-04-11
CUST-00921,46,72192,Email,Term Life,Variant A,69,15.0,1,2026-02-14
CUST-00922,58,106878,Paid Social,Accidental Death,Variant A,50,15.0,1,2026-01-21
CUST-00923,45,64057,Email,Term Life,Variant A,38,0.0,0,2026-03-05
CUST-00924,34,83918,Paid Social,Whole Life,Control,67,15.0,1,2026-03-14
CUST-00925,52,116287,Paid Social,Term Life,Control,8,0.0,0,2026-02-26
CUST-00926,25,97665,Paid Search,Whole Life,Variant A,32,0.0,0,2026-02-09
CUST-00927,29,93829,Paid Search,Whole Life,Control,87,0.0,0,2026-03-03
CUST-00928,46,57332,Paid Social,Whole Life,Variant A,5,0.0,0,2026-02-12
CUST-00929,48,70741,Paid Social,Whole Life,Variant A,40,0.0,0,2026-03-29
CUST-00930,27,32043,Paid Search,Accidental Death,Variant A,17,0.0,0,2026-02-15
CUST-00931,37,77472,Paid Search,Term Life,Variant A,9,0.0,0,2026-03-13
CUST-00932,34,71861,Email,Term Life,Control,18,0.0,0,2026-01-24
CUST-00933,36,65584,Email,Term Life,Variant A,84,0.0,0,2026-01-24
CUST-00934,53,90679,Paid Social,Accidental Death,Control,36,0.0,0,2026-04-27
CUST-00935,50,34805,Paid Search,Term Life,Control,54,0.0,0,2026-01-10
CUST-00936,41,105871,Paid Search,Whole Life,Control,31,0.0,0,2026-04-09
CUST-00937,35,87544,Paid Search,Whole Life,Control,39,0.0,0,2026-03-09
CUST-00938,25,63234,Email,Term Life,Variant A,7,0.0,0,2026-02-26
CUST-00939,59,61281,Paid Search,Term Life,Variant A,8,0.0,0,2026-04-29
CUST-00940,49,77015,Paid Social,Term Life,Control,11,0.0,0,2026-02-13
CUST-00941,33,103021,Paid Search,Term Life,Control,81,15.0,1,2026-03-14
CUST-00942,50,67540,Paid Social,Term Life,Control,7,0.0,0,2026-03-16
CUST-00943,41,68600,Paid Social,Term Life,Variant A,85,15.0,1,2026-04-17
CUST-00944,38,65452,Email,Accidental Death,Variant A,63,15.0,1,2026-02-17
CUST-00945,47,109550,Paid Search,Accidental Death,Variant A,78,15.0,1,2026-03-18
CUST-00946,33,55777,Paid Search,Term Life,Control,5,0.0,0,2026-01-27
CUST-00947,37,64262,Paid Search,Term Life,Control,32,0.0,0,2026-01-30
CUST-00948,43,101585,Email,Term Life,Control,63,15.0,1,2026-02-15
CUST-00949,36,68675,Email,Whole Life,Variant A,57,15.0,1,2026-04-13
CUST-00950,50,93426,Paid Social,Accidental Death,Control,14,0.0,0,2026-01-12
CUST-00951,64,42217,Paid Social,Term Life,Control,75,0.0,0,2026-04-30
CUST-00952,32,59867,Paid Social,Term Life,Control,7,0.0,0,2026-03-01
CUST-00953,22,102110,Paid Search,Whole Life,Variant A,11,0.0,0,2026-01-19
CUST-00954,18,48091,Email,Whole Life,Control,13,0.0,0,2026-04-14
CUST-00955,40,61217,Paid Social,Term Life,Variant A,94,15.0,1,2026-03-09
